"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
7.0,6935.83586104576,1065.539934410328,149.54658499677626,6626.681486652227,306.65271429734685,130.9192032844351,18.554680138240574
8.0,1786.9042788348083,4056.981666999138,156.52805530952793,8706.599282901852,268.57980342590827,169.9159611402562,20.049757118306047
8.0,2497.81872666693,3095.198704376887,105.51221800807369,3979.7559461630026,330.53198811980246,110.13414728694964,12.990750081573005
8.0,2708.036401033225,1987.3269250758608,118.80657702018013,4721.4262166096805,440.5651761237881,175.71146954491985,22.01933415703718
8.0,3418.3542062903707,4328.316299205857,197.77687085643066,27176.177306383608,233.00181704960016,244.88493766044803,14.77556077313761
8.0,3369.6069588984074,4946.942363932415,157.27121702833477,20527.639958430475,415.8418881687067,205.4117257489619,10.400979968203483
8.0,5258.381333541632,1720.0084415616643,227.5910357464684,23541.797254991263,376.709119381309,264.33960310521064,24.344341314632608
8.0,5859.55862550837,1489.4723286656915,162.45989403159538,15493.604346504482,401.18529277905964,222.0432967965035,15.858402622061286
8.0,7018.027701707861,1050.8869672520796,109.5260518757862,4249.926055518924,271.39610493820686,153.13997148829375,18.144227768983303
9.0,1804.2864450065067,4007.268096700052,227.40275324519817,25405.14228164867,168.24469741459401,148.92966775706552,12.74650995516561
9.0,2584.12567094432,3205.0173493509224,143.34478355496054,15202.50661286444,371.3197030600413,180.4174651724183,10.25742868053173
9.0,2724.4821300021094,2047.4155873583106,204.49567537474005,6165.0626241732625,362.05063349269807,140.76867275344705,39.97841445334964
9.0,3371.771811346969,5016.817310823023,180.69043340640525,18112.713575504476,173.6724095147683,142.01700757176778,10.781648808205889
9.0,5137.995037829234,1775.9657840252676,306.2073636639049,49555.16723666114,50.96093961812391,228.64657574817244,18.126579374147425
9.0,5243.230285026722,1763.369783625837,211.67572258212664,20875.44199870682,363.31820287076783,266.87510795582995,23.97658000727368
9.0,5892.405720302223,1446.9434240337591,29.583751179443308,1521.095134842155,507.93165874416496,202.37358621926683,5.002811191702733
9.0,6342.15570600038,1530.1277760957112,165.612842318622,10735.239636661841,264.741172892129,138.4985667537674,14.872842149946942
10.0,1809.8446645319304,4009.881121790878,183.29119514339158,15878.402930747237,262.4436551697851,133.39305657525705,11.88349962700778
10.0,2626.72619290543,3162.4145661896287,218.0775259535874,12129.519396197138,261.67333030087923,155.2301773083042,25.505802709574578
10.0,2743.100192266869,2477.5786378133944,161.341574517168,8879.191518423355,355.07568197133816,168.9338765113922,20.764651225780227
10.0,3413.210804792638,3348.2161494704933,244.18294796469795,39690.72141557661,185.12321492940714,278.0985390557614,17.49720780341552
10.0,3580.2427059880197,6196.838467056462,266.53797414251716,12645.741036416064,51.56569772554154,107.23523450548046,25.281318350285996
10.0,5370.8841250445275,1675.3311772413056,169.06868777438433,15662.723838246005,245.0561774647174,176.02253797402278,13.491078990357513
11.0,2327.51076555278,1331.2278275643844,521.8829802869675,63691.61366340969,0.40858491516254486,160.02890741428732,28.66416241152022
11.0,3314.2939306387534,3153.5332778135394,157.35625680275373,22324.656297669088,366.89019982086376,249.3519226424652,11.60427548845263
11.0,3373.007899425147,4954.128485881994,173.51499258067577,12319.178827817545,268.8240786648607,134.89972971643985,13.86537607526614
11.0,3588.9953419258904,6200.6324682377,156.93838700391686,14557.885643639913,296.42652827873843,168.90945923564183,12.012659819518658
11.0,4198.188281526533,2372.4521549296296,135.3981455360144,4393.244771407624,212.96364392520397,102.37537081592524,17.971495396961874
11.0,5360.487165462179,1713.1412994336054,159.1891250655391,13383.254219151066,286.5663209450118,143.44147473752042,11.43398666482331
12.0,3316.366933762773,5213.227845906401,282.13842824925166,27754.58333155055,293.5266728097268,216.3756511609412,25.982164923992027
12.0,3268.6993578710517,3158.5321692039693,156.50558276893838,21881.122968511143,267.99611977361354,148.40804322911444,7.024512760687935
12.0,3362.368163578659,5023.067475742689,189.25970878939046,22955.609714702045,318.2030719415978,222.02294125224975,14.52878714506776
12.0,3563.33584793093,6179.925436003518,142.89747750972683,19717.60714640062,277.3661099908818,199.19027001574784,8.68128784684009
12.0,4562.301334727564,2144.407614046921,164.0971464965971,17937.40631637943,245.31817643978727,160.82686229365092,10.163917378961033
12.0,5347.600285867164,1639.5993189804356,113.93647684715701,3152.836016926596,279.08893827868354,115.0125353014551,19.89707930849329
13.0,628.8833924191252,4010.465417344746,243.17617172243868,12912.53324096079,234.52867150771885,117.2965290168921,22.545495969332105
13.0,1564.965433212551,4051.7774308718504,222.8952047465882,21176.46258014788,216.60376220734574,163.307139453553,16.081216433020828
13.0,2130.5390071764004,3881.1030898508466,160.79773038965277,14242.729610915427,336.135684264947,160.9334100450447,12.282958197197347
13.0,3147.785912042286,3256.8393018396605,168.33781445514677,10170.293793857532,349.0772706837003,145.88542689540637,17.06697128469592
13.0,3360.843897490472,4997.129159704512,174.9268013521245,16354.445508318337,331.98638924713026,219.2129682392045,17.19155337614263
13.0,3582.2129179590406,6172.412646165793,136.03858003991618,15577.343435781193,316.0170426043965,169.04748764391834,8.465366815881222
13.0,4584.295613631126,2124.4990484917153,140.45540924450532,16635.749892798063,400.4707487339034,192.67055863653553,9.61094873088715
13.0,4888.991655521949,1951.114871266366,237.1685914257092,17564.502938203732,220.9653647729633,210.25206735579366,28.18728188314528
14.0,608.5243669973262,3895.98091272893,144.13715297358485,2712.1819200104155,254.543744952131,118.21641095381115,37.93808451828678
14.0,2640.392311860199,2517.1928093840393,81.39669501787641,2957.894286435375,331.29856978144056,113.6265392077806,10.756529789691742
14.0,2719.3209655107066,3814.6203165390375,255.62773514045892,38106.864625226786,118.5042228422102,186.75818084604762,13.444330480940689
14.0,2883.1443907035036,4774.704955412855,181.1645249455004,30802.81350242389,251.16362242632752,227.55827214116775,10.18385351450722
14.0,3364.088469421766,3051.578108325816,189.67419862657738,35317.28964228965,440.14750932116726,299.01825632096563,12.766520227766245
14.0,3362.327410890961,5470.8342208409895,236.4311723855318,14812.263963693435,172.37058864739035,165.69295360951475,26.19714156918187
14.0,3546.902944757477,6153.399277846068,96.99238987245154,3362.837445864956,281.5266463260353,138.78155281320974,16.316538775385542
14.0,5050.809312776244,1821.6113449898296,129.23640691770078,5692.304684144137,281.2421018726364,112.91629966819896,13.954446878575325
15.0,2771.2622080762612,4243.3162421885945,176.33361404774166,24119.605057729215,438.66475196512164,274.6705668616046,14.838001021910683
15.0,3141.2870687821405,5461.437625634487,197.70414753605965,12372.962106083765,335.9629998006425,195.5591715389252,25.872214552369304
15.0,3406.104205211868,3025.770483188427,217.27540084620827,56218.585530356766,164.0185041015448,311.482043668143,10.966630494715515
15.0,4740.1204470155135,2034.9319497393606,167.9223410354335,10816.586195644404,174.0991501624435,119.30845551192736,13.097979324677354
15.0,7066.107660305127,1599.9729772660537,155.39451054093215,3946.8912746590813,197.77616454096858,73.67472221791118,19.000754624580203
16.0,2183.2846885486065,3820.2057112885714,195.42457324714326,7153.201078190619,248.11721199685468,138.95937036310156,31.083192696349293
16.0,2608.856075877321,3124.3059057158875,143.3757455089606,17930.31426313949,405.2128520410434,204.60749631629395,9.861660502259554
16.0,3106.0875974552036,3225.8994052930366,183.35224836162465,15337.81791006009,423.2118844561679,230.32634279600984,21.14445841720042
16.0,3233.4616599640062,5571.755761458964,257.0921212873875,10509.926838562025,255.97024786454753,127.4882104256183,33.590952485322084
16.0,3882.646876010836,2678.719375108851,138.82975050551784,8597.015417304197,370.80407257953567,164.55656255047552,15.489501489465788
16.0,4524.679938896431,7357.010022741717,151.00114066880306,4208.867484400398,213.73356542173372,129.99388008552648,29.51771117672346
16.0,4586.048935802753,2121.1848087349,159.01578454154472,24961.402769697772,183.4042211627557,131.68795981232017,5.667489482890358
17.0,2631.014097222711,2727.741532027159,291.1885751364341,32989.0423071304,175.33765907916364,179.66404948583252,19.359509312815273
17.0,3088.430680325613,3314.7983150274736,137.96460129895837,13193.419067037923,416.0901067636669,225.50057574807252,13.64770763434149
17.0,3884.2680395963193,2624.9875050699056,155.43397037030974,22623.482884556815,262.48345988143524,172.47374446880968,7.767239479040788
17.0,4566.640190199094,2117.1109936477014,150.39909631509096,19712.37516793152,252.0705388360108,143.03575477472225,6.9445633916236025
17.0,5825.563081278586,1568.5242142934492,167.74806632912438,6828.46640468046,245.27242757169458,122.4064593636927,21.175112462502668
18.0,2394.573259733116,1204.300990081113,4.851053232477373,964.6696351399631,390.63549845648186,119.71153625705533,1.1327966880272657
18.0,2432.8960646903042,3724.7781031761615,175.36233317801967,22997.577980117145,324.983423796867,234.52647690076586,13.154418298012848
18.0,2853.0871054047398,4701.070114555721,150.82058843257636,6042.856108397516,270.1245214793527,122.02300652460883,19.292292449435415
18.0,3574.634694043298,6276.328570481255,165.62920830430554,4943.900382294199,336.767865448335,115.79233898527806,26.95014589121459
18.0,3882.385203686712,2628.3995395754428,148.17087326570498,22448.94378376723,251.659408367292,179.33825477314534,7.397304992164067
18.0,5193.468546897144,1785.4822676148674,135.40154751905004,5317.920950055555,287.54729809965363,136.33282040914048,19.728925220144326
18.0,5894.1052449222025,1587.8680355685303,175.17970902048026,15503.194449463186,274.4152497428972,118.026249440336,9.865117884398536
18.0,6838.262168046568,1374.2975401498086,434.086484841157,65245.688947325354,7.356740057716037E-6,143.27523069541348,17.370498776468565
18.0,6874.3724807222,1428.6216111203503,357.3077016097972,32672.87330406548,208.43740088149184,138.18562863820415,22.645172088421216
18.0,7104.84251389996,1580.585260107001,318.12876833867006,26125.231945879616,170.14285627626631,137.08776716588693,22.274373706435593
19.0,2499.93191132325,3691.921933473241,198.4768216762014,17011.77534647933,252.4853193204734,145.27668800457636,14.138786773017932
19.0,2576.739336684275,3146.523068160198,191.1880943057233,22403.345604468865,255.76866152381447,170.08101416675999,11.66565184169966
19.0,3437.4619902536624,3196.4264421281086,160.24574030664445,15336.151804875824,488.9688383309316,188.06670278409737,13.221939212411078
19.0,3417.8011633948818,5743.225890736503,356.95598548758556,50880.899520581486,9.82795625194694E-6,157.3091691559083,16.534248732761455
19.0,3663.4374858408046,6344.007524146225,246.82773989632153,21178.229644256568,467.57525546487017,201.16534014988952,24.23690638902041
19.0,3883.4368160803338,2623.6406301155407,146.34100196300213,21914.33167723969,354.58733007294364,171.77647814520608,7.086233653369556
19.0,5224.917592722202,1722.9298301674107,191.3160592757334,10000.119507232059,276.9820467525497,181.29757683651985,27.790336926319437
19.0,5786.159726275908,1535.673235968613,160.41836500596855,23694.778435599714,367.4221523265538,178.24959253686995,8.157629032257903
19.0,6960.704126460616,1555.5756372666378,179.18271869589717,15773.12818782804,344.10707167199575,159.36692936293034,13.629929761571093
20.0,1386.935881841229,4182.575693407811,160.53996126909723,4787.798526839084,268.59487856728344,133.66006463257816,30.152307446557828
20.0,2396.533880807766,890.0415540986803,254.92175407394728,10723.495530826545,344.6281534160221,154.38733423132467,39.16546206328585
20.0,2552.7234494426007,3114.088126389284,134.48178394319018,13537.520343550228,403.88266117528576,185.94472564742725,10.446330627162386
20.0,2880.815189927547,4720.247392515872,169.07126272044448,29940.2876942148,365.6090418773317,218.737281919194,8.78141897079113
20.0,3464.2662658368545,3208.9162063038516,150.5241331905777,27797.47897151661,392.3719360176464,184.45069571518718,6.348912223808259
20.0,3417.361870364208,5521.187717271202,142.40016588560957,16232.32366700367,581.4665666522152,214.43338499797142,11.250025124933364
20.0,3595.7366148573888,6210.198609307047,164.78026839489496,24203.737103450367,555.9390796516732,254.35193071928373,11.96973125837331
20.0,4463.129371560137,2134.068996623462,230.8963079091469,14801.451089562077,211.64679570339825,146.88623291997564,22.186067617687215
20.0,5702.967503026691,1543.2271518702119,156.7341767310983,19671.20035195489,327.3404725285762,161.28203727614004,8.49183819105773
20.0,6930.2063728954345,1532.4508326938917,181.9738340177361,19919.02422340028,281.74203155663486,193.74437378691476,13.519911199041927
21.0,590.327414698366,4009.7438687626463,243.32139973928125,12111.420419886803,209.69890449012496,139.41903331184753,28.559994181874988
21.0,2090.13142223774,1247.5460218087774,242.50261163654213,8748.96711090241,368.33086998798484,140.5558927088536,39.55648912687315
21.0,2249.3395742283624,394.56405220668825,122.06313018722949,2644.2314538842206,468.8433941721785,159.63640917013853,37.659486520462345
21.0,2368.8256933269986,1179.033028336611,120.02417607384422,2806.548075235419,456.9979739810047,142.54882916333074,30.65883866501775
21.0,2555.4837272251634,3093.0681919274407,112.5930506065796,3057.800756788053,287.56155665817994,138.8832090018178,24.148984791031484
21.0,2900.2912360979453,4750.344630244178,153.09729918246205,9516.676476150675,268.35178767840875,144.1257555704104,14.916656867403882
21.0,3470.652180756054,3208.2102179835065,141.49009759488254,17507.811213588786,301.41103315906093,112.70163017417742,5.4952095636200475
21.0,3428.417334087485,5555.976324760621,132.61369463610927,6845.772104621139,295.18937303045254,136.54795335845031,14.748074778468453
21.0,3451.8383841221257,4231.063371180592,151.13234703204583,3806.830886765051,226.97582484880436,131.74886530670673,33.12002060636349
21.0,3699.932367412633,6113.942861817197,80.73510570823198,1731.5467562611077,296.97426305979815,133.76725390467,21.14244951000173
21.0,7006.7366780285865,1575.9101960269625,155.46149685677784,13256.116822891423,305.2360328975804,156.150009770716,11.973691982317428
22.0,3411.0268933056877,5542.752498843819,147.26120288149258,8394.942612795587,248.7207486364582,105.16723822267296,11.469006807829176
22.0,3635.10721954879,2847.379021933433,185.09370113662752,9858.344437135012,241.6111146104882,143.6260473601452,20.93823698643469
22.0,3477.7716558985476,4165.691018539688,154.50424675052628,13915.18471140714,278.2092623677244,165.54861635639114,11.940369431931781
22.0,3581.740781889064,6194.129704045537,152.9193558013466,3998.299960304858,253.84431702312224,116.98117411783252,28.69012078483806
22.0,4082.760404130884,2498.426923300643,114.93119002313394,6840.330294007397,384.35428373923463,211.73717938029088,17.143384024407876
22.0,4207.076494048782,2385.885692270435,289.8350820560768,20716.439729623395,215.4229487519413,209.91787476055336,35.61885709497831
22.0,6864.077001391705,1174.4040563638614,194.3829496986968,7514.629218107067,220.13575958582842,147.43885868294666,31.05493871401165
22.0,7007.068844979348,1519.1602716711277,170.63148966519594,9901.435478027086,197.77669430857696,145.76588106373853,17.991954525659743
23.0,620.6650550163213,4027.362856764325,204.57723525277936,9173.947127678977,306.52921860839865,147.11886260461105,28.122746223040394
23.0,3390.029236740127,5513.85049078231,155.22402601597958,26487.65922217871,288.17584758444445,206.8383117252865,7.92089962929766
23.0,3572.4481962661166,6108.310998845242,230.9448869019547,14520.743207690588,212.10913803321287,167.5099898860174,25.777339236863657
23.0,3732.7652240141,2766.0875232617286,241.85441655664118,52118.40507013835,129.0984181674389,350.55627510902207,16.471456238123633
23.0,4637.486765892238,2035.556861929717,175.84298739697456,22744.095034354497,370.74038219777475,213.85671121646274,12.204269688810724
23.0,5775.691910266559,1572.4569093031903,170.81328538005533,9219.45034823135,227.73746020120205,102.2592256462109,13.641393604177233
23.0,7084.433342039788,1625.09131811355,131.33802241641467,3724.210040270857,205.56152669021537,90.99624102330209,17.748071908870436
24.0,2404.5453298117022,1381.9285904599433,299.38253663524574,16506.710517026695,204.55341102348618,127.93059427630408,29.115191286093225
24.0,3644.4361175156946,2849.8767747929114,120.96025293116199,13987.475139693186,604.4952817004255,428.23707054745773,18.744317346005015
24.0,3904.452246643519,2604.505981815469,216.23914846698466,25821.192030402297,333.3549615809085,375.4015364187068,28.433252617602022
24.0,4722.541548816105,1962.0488675362346,160.21704294637703,13589.75436165485,383.3180083415731,154.57848924881264,12.278915684396624
24.0,5745.753806875852,1592.389923564553,197.9324851314466,16653.202168662538,220.39694626362626,169.15474895571364,16.697670415735743
24.0,7178.508866650188,959.1359314360407,157.44000384291456,6348.810340680265,269.76255986628394,148.7755745994759,24.350749882730213
25.0,2762.9411523025574,4028.6052533471056,160.6426207287893,17592.406272123793,209.92947987189308,146.72695397190648,9.076723931541489
25.0,3671.4475959577594,6391.050390610706,77.43363171085608,1823.3561384073678,308.08766929584453,108.62988347128075,15.055317792407845
25.0,4022.215595929462,2517.4757119592878,148.2473262056435,37359.718953669406,899.6716690927705,424.6092655837047,10.464823568494161
25.0,4193.287783684773,7015.994337335095,264.939491564804,11979.777670080182,202.1797158994779,135.04464142403674,33.14680706637407
25.0,4148.799705914351,2458.8176927358927,174.15935845394972,27137.144133670634,947.4168331288483,499.6516128809067,23.356001228416684
25.0,4534.130187423055,2157.84562422339,291.55168501569574,59819.23029496843,190.34390621636285,354.5703854272785,21.083201365570698
25.0,5873.902269432066,1549.2390110219887,330.71377580409745,45751.20652738372,38.29616150278734,195.64473263591856,19.601040909731168
25.0,6417.462259254189,1243.2796287299093,148.0099289525791,12299.57223038084,539.2838096557172,212.34956812942616,15.860234664396074
25.0,6969.213625723305,1058.6901147277852,223.65858097723762,26361.72416165732,247.89115088766175,221.84983506891095,17.64229089706138
26.0,1533.5105467426272,4075.969716950706,210.5551280260675,11043.298626681766,213.5859366172802,134.19533906284084,22.59796474224999
26.0,2420.52087292598,1119.476547215834,227.38997863075247,9797.69181004605,244.72463971093308,130.6930979933178,28.907990134892838
26.0,2750.66786643832,4048.4589412829264,136.480886937175,19323.54787277635,321.6836011932843,167.90743403668034,6.837298140249556
26.0,3365.058759778573,4913.647898397676,110.42768256301895,4046.33678162842,253.13605545726026,121.21281608826838,15.369005461582262
26.0,3499.145295091117,4080.817366449366,248.59666955106798,16002.388036117443,149.33964975329627,129.989223442026,21.0662293646899
26.0,4150.6189222553785,2389.307561075808,271.51503786764744,88261.13403665386,242.73480467881268,758.6169490157233,26.487586097421268
26.0,4158.095600255473,7019.203488361724,153.1632888189848,18195.92346325101,317.5494335977895,147.67332418523497,8.0385643145891
26.0,4187.66044779252,2401.7676222241193,266.3216808403376,83697.01037324,242.52404527161028,799.9851450856917,28.337195872896178
26.0,5218.044064119036,1778.2154970734362,196.61835885017476,28462.45690261932,278.83970450789826,217.36124158463133,12.39043040435489
26.0,5849.587889695889,1568.8870485709836,86.55786432987526,4365.724267884305,494.9975684242953,203.28190908247325,14.642662851221749
26.0,6308.932053843968,1294.0513646715806,355.14605688896455,30532.56764993656,104.06362351037242,165.59391961499003,28.650994836720724
26.0,7018.795354260514,1010.8052607358475,190.05360509185016,16260.108718977557,272.9848903125408,205.2980866655676,19.11265617690439
27.0,3405.3148488697607,4499.643916575489,183.5911245136453,14407.914265023333,306.33593929167006,206.47588919147017,20.23943337134798
27.0,3496.717119911623,4052.040611128521,197.37023586883055,26289.605735652854,233.82927409864575,189.08944372787846,11.770435021758884
27.0,3679.5201335205743,6329.722627130679,141.95043376060354,15642.755197525334,277.39435218547334,144.25932397306696,7.850647988300036
27.0,4141.162104925772,7040.898028912697,146.45181398133383,16828.47181900163,304.8294272320361,186.07630191488883,9.975426059644809
27.0,4241.072071082804,2360.8908880221557,177.85931891423212,45716.920916166506,700.0197523683617,538.5236233443326,15.590580531748554
27.0,5848.451703419646,1576.773419049374,160.63528328728944,10250.87060310536,287.58744391125657,137.90491824887476,14.592929568424326
27.0,7104.597708952341,988.5970589245933,194.69815899764018,12735.956263197168,191.02881564587645,131.78847986040216,16.480755163995052
28.0,2351.731285942031,1149.7729158915852,412.6740648996115,41568.52732620563,1.1620489570319186E-6,129.8798036706483,22.322121907839907
28.0,3107.0408730187137,3364.8775365064453,330.9369993277386,18682.690789235257,114.56636235525367,128.7155005721723,31.61636894411863
28.0,3394.073881516234,4555.227325203117,172.81986696487124,23285.466480757357,348.59814096070767,219.59105660619855,11.823284664030167
28.0,3401.514173042153,5510.770341745293,197.56474410290633,24169.93579692886,139.80175122195095,182.54859187358852,12.383134914179305
28.0,4416.32735299638,2227.2498107702454,210.59100116457523,45282.78210122208,291.77372511408174,384.31301768817366,15.75621506847126
28.0,5851.416723051318,1543.9392064537403,145.20430450238803,8478.709414610637,354.90917552940203,157.98397666900624,16.492608426402903
28.0,6417.334907548585,1236.5434831453915,118.96911399410646,4279.681826116294,373.3048589591822,166.91588072119632,23.139456849198258
29.0,2370.6338574529477,1020.7995076622675,128.49686276060118,2203.544455565222,321.6694612176541,112.60104378771095,35.36262978199021
29.0,3388.3465714056424,4617.565814113811,110.23895218062776,3845.3179921116393,276.5646905894028,107.91827241695104,14.369914663513146
29.0,3676.0528431499456,6380.718884706298,102.53780873079744,4698.72460928832,250.7588796812043,108.97754161709678,10.309041143897135
29.0,4130.031367511608,2444.649538466645,184.67837520009567,30976.027436199147,248.90134250620363,244.18349762819557,11.28273424578795
29.0,5830.573311375112,1587.3351665623115,134.93127728991328,10656.207173458182,280.2768260647719,162.62771205119452,11.686138755864583
29.0,6804.360133933657,1576.2778341204623,198.49594626602254,5856.151410739319,181.49745670470838,120.60865380948725,34.0027597702121
30.0,2330.388300967711,1157.0742391707986,338.8278680790872,15566.807118925275,235.84257610564876,130.37859852736918,40.26282120320788
30.0,3109.7968327622684,5338.793084606691,172.78404801431455,8391.37560132855,232.57133908599164,113.9130768457963,17.040085119169945
30.0,3800.2916172286923,6440.805120728153,202.46819759294632,13456.662796863795,283.172202750427,164.4052751948679,20.998119418679664
30.0,3956.3411659351104,2541.3663739837853,169.1918306539318,32358.246020309052,318.428159529722,224.40475377506846,8.349012047701649
30.0,5779.311925710422,1604.0117708919847,121.85074824524365,3150.305071850151,238.65953960139942,101.38239784177466,20.08923159527344
31.0,3071.4280194565517,5301.914482697856,120.5807539902552,4682.463157822563,314.448463238267,147.10595296591313,19.171042025933147
31.0,3906.1271581269743,2589.6632214178835,148.02633493269423,28175.992411152936,270.57263374352584,278.7889629011929,9.102765268626557
